customer_id,plan_tier,base_mrr,signup_month_idx,industry,region,acquisition_channel,company_size_employees,has_csm,month_idx,tenure_months,current_mrr,status,logins_per_month,active_seats_pct,features_adopted,support_tickets,nps_score,avg_logins,avg_support_tickets,avg_nps,n_expansion_events,n_contraction_events,months_observed,churned,net_mrr_change_pct,expanded,health_class
CUST-10351,Starter,176.88,4,FinTech,LATAM,Outbound Sales,17,False,16,13,176.88,churned,21,0.453,7,1,67,27.23076923076923,0.6923076923076923,72.38461538461539,0,0,13,1,0.0,0,0
CUST-10352,Growth,626.18,11,Manufacturing,North America,Outbound Sales,11,False,23,13,322.56,active,4,0.42,4,0,53,17.53846153846154,0.38461538461538464,43.61538461538461,0,3,13,0,-48.487655306780795,0,1
CUST-10353,Growth,227.53,5,SaaS/Tech,LATAM,Paid Search,26,False,23,19,227.53,active,25,0.737,10,1,92,32.31578947368421,0.9473684210526315,77.36842105263158,0,0,19,0,0.0,0,1
CUST-10354,Growth,889.97,22,E-commerce,Europe,Outbound Sales,49,False,23,2,889.97,active,29,0.718,12,0,91,32.5,0.5,88.0,0,0,2,0,0.0,0,1
CUST-10355,Growth,593.37,17,SaaS/Tech,LATAM,Outbound Sales,11,False,23,7,593.37,active,35,1.0,11,1,92,31.571428571428573,1.2857142857142858,76.85714285714286,0,0,7,0,0.0,0,1
CUST-10356,Enterprise,6351.69,3,Professional Services,MEA,Inbound/Organic,5,True,8,6,6351.69,churned,6,0.352,1,1,29,7.333333333333333,3.3333333333333335,27.5,0,0,6,1,0.0,0,0
CUST-10357,Starter,95.78,2,Healthcare,North America,Product-Led Trial,70,False,23,22,109.74,active,28,0.538,10,1,51,23.136363636363637,0.2727272727272727,49.68181818181818,1,1,22,0,14.57506786385466,0,1
CUST-10358,Starter,120.53,21,Healthcare,LATAM,Paid Search,15,False,23,3,120.53,active,28,0.571,4,1,51,21.333333333333332,0.6666666666666666,44.666666666666664,0,0,3,0,0.0,0,1
CUST-10359,Enterprise,2951.32,14,Healthcare,MEA,Paid Search,10,True,23,10,2951.32,active,20,0.633,3,3,0,14.6,1.3,38.6,0,0,10,0,0.0,0,1
CUST-10360,Enterprise,3062.34,6,Healthcare,APAC,Inbound/Organic,12,True,23,18,4768.14,active,39,0.786,10,1,93,34.388888888888886,0.16666666666666666,71.61111111111111,2,0,18,0,55.7025020082682,1,2
CUST-10361,Starter,189.56,8,Professional Services,LATAM,Outbound Sales,30,False,11,4,155.89,churned,27,0.598,9,5,66,27.0,4.0,71.0,0,1,4,1,-17.762186115214188,0,0
CUST-10362,Starter,122.14,13,Manufacturing,Europe,Outbound Sales,10,False,18,6,115.04,churned,25,0.739,8,2,93,23.333333333333332,1.6666666666666667,73.5,0,1,6,1,-5.813001473718678,0,0
CUST-10363,Enterprise,1506.22,18,Healthcare,LATAM,Paid Search,17,True,23,6,1506.22,active,11,0.674,7,1,53,25.333333333333332,2.0,56.0,0,0,6,0,0.0,0,1
CUST-10364,Starter,124.09,9,FinTech,APAC,Partner/Referral,40,False,23,15,124.09,active,34,0.903,9,0,78,37.53333333333333,1.6666666666666667,83.8,0,0,15,0,0.0,0,1
CUST-10365,Starter,178.51,2,Media,North America,Outbound Sales,10,True,18,17,178.51,churned,36,0.965,13,2,84,30.705882352941178,1.0,75.76470588235294,0,0,17,1,0.0,0,0
CUST-10366,Growth,872.94,16,SaaS/Tech,North America,Product-Led Trial,3,False,23,8,872.94,active,28,0.638,7,3,63,27.5,0.625,56.0,0,0,8,0,0.0,0,1
CUST-10367,Starter,182.3,22,Media,Europe,Paid Search,92,False,22,1,182.3,churned,44,0.707,11,1,60,44.0,1.0,60.0,0,0,1,1,0.0,0,0
CUST-10368,Growth,709.04,17,Manufacturing,Europe,Partner/Referral,7,False,23,7,709.04,active,19,0.601,8,1,88,20.428571428571427,2.142857142857143,68.14285714285714,0,0,7,0,0.0,0,1
CUST-10369,Starter,186.52,7,E-commerce,Europe,Paid Search,8,True,23,17,137.9,active,25,0.507,10,1,50,18.941176470588236,0.6470588235294118,54.64705882352941,0,2,17,0,-26.0669097147759,0,1
CUST-10370,Growth,243.41,11,SaaS/Tech,North America,Inbound/Organic,12,False,23,13,219.23,active,26,0.785,10,1,61,23.692307692307693,2.0,60.38461538461539,0,1,13,0,-9.93385645618504,0,1
CUST-10371,Growth,250.09,17,Media,North America,Product-Led Trial,24,False,23,7,250.09,active,59,1.0,10,6,100,41.0,1.8571428571428572,78.57142857142857,0,0,7,0,0.0,0,1
CUST-10372,Starter,188.63,0,Healthcare,North America,Outbound Sales,30,False,0,1,188.63,churned,39,0.65,8,7,75,39.0,7.0,75.0,0,0,1,1,0.0,0,0
CUST-10373,Enterprise,3956.69,5,Media,LATAM,Outbound Sales,78,True,23,19,5296.47,active,14,0.523,4,6,72,25.473684210526315,2.1578947368421053,62.89473684210526,1,0,19,0,33.86113140023606,1,2
CUST-10374,Starter,152.05,0,FinTech,Europe,Paid Search,15,False,23,24,152.05,active,26,0.787,7,3,71,29.875,1.3333333333333333,70.29166666666667,0,0,24,0,0.0,0,1
CUST-10375,Starter,90.77,10,SaaS/Tech,Europe,Inbound/Organic,12,False,23,14,90.77,active,34,0.863,12,2,72,27.785714285714285,1.2142857142857142,66.0,0,0,14,0,0.0,0,1
CUST-10376,Starter,166.27,11,Education,North America,Product-Led Trial,2,False,23,13,213.35,active,36,1.0,11,2,100,38.07692307692308,0.7692307692307693,80.15384615384616,1,0,13,0,28.315390629698673,1,2
CUST-10377,Growth,288.67,13,Healthcare,North America,Partner/Referral,23,False,23,11,288.67,active,37,0.95,9,1,100,35.81818181818182,0.5454545454545454,77.18181818181819,0,0,11,0,0.0,0,1
CUST-10378,Starter,131.81,3,Professional Services,APAC,Inbound/Organic,16,False,17,15,131.81,churned,31,0.869,10,1,69,34.2,0.2,80.0,0,0,15,1,0.0,0,0
CUST-10379,Starter,150.67,12,Education,North America,Partner/Referral,248,False,23,12,150.67,active,33,0.719,8,1,64,33.666666666666664,0.75,62.25,0,0,12,0,0.0,0,1
CUST-10380,Starter,145.72,20,FinTech,APAC,Inbound/Organic,17,False,23,4,145.72,active,33,0.777,8,0,83,28.0,0.5,76.25,0,0,4,0,0.0,0,1
CUST-10381,Starter,65.73,9,Education,North America,Product-Led Trial,47,False,11,3,65.73,churned,13,0.279,6,3,48,15.0,4.0,62.666666666666664,0,0,3,1,0.0,0,0
CUST-10382,Starter,185.66,1,Manufacturing,APAC,Paid Search,50,False,23,23,185.66,active,5,0.243,4,4,66,22.956521739130434,1.434782608695652,58.69565217391305,0,0,23,0,0.0,0,1
CUST-10383,Growth,901.24,5,SaaS/Tech,North America,Partner/Referral,18,False,10,6,901.24,churned,41,0.808,14,1,77,32.0,1.1666666666666667,74.83333333333333,0,0,6,1,0.0,0,0
CUST-10384,Starter,68.73,11,Healthcare,Europe,Paid Search,51,True,23,13,59.61,active,16,0.407,5,1,40,22.0,2.1538461538461537,56.15384615384615,0,1,13,0,-13.269314709733745,0,1
CUST-10385,Starter,51.63,20,SaaS/Tech,APAC,Paid Search,47,False,23,4,51.63,active,34,1.0,9,0,100,36.0,0.5,84.75,0,0,4,0,0.0,0,1
CUST-10386,Growth,655.95,15,Healthcare,Europe,Product-Led Trial,51,False,23,9,573.81,active,22,0.502,4,2,40,17.333333333333332,0.2222222222222222,32.888888888888886,0,1,9,0,-12.52229590670022,0,1
CUST-10387,Starter,94.44,2,Education,North America,Paid Search,51,False,5,4,94.44,churned,35,0.481,6,2,41,23.75,0.75,52.75,0,0,4,1,0.0,0,0
CUST-10388,Growth,247.71,11,E-commerce,Europe,Inbound/Organic,30,False,23,13,247.71,active,14,0.24,6,2,66,19.76923076923077,1.0769230769230769,45.07692307692308,0,0,13,0,0.0,0,1
CUST-10389,Growth,648.47,21,SaaS/Tech,North America,Paid Search,4,False,23,3,648.47,active,29,0.432,6,1,66,22.0,1.3333333333333333,62.666666666666664,0,0,3,0,0.0,0,1
CUST-10390,Starter,142.36,9,Healthcare,Europe,Outbound Sales,25,False,23,15,142.36,active,24,0.699,9,0,85,37.53333333333333,0.6666666666666666,85.0,0,0,15,0,0.0,0,1
CUST-10391,Starter,145.42,0,SaaS/Tech,LATAM,Partner/Referral,37,False,0,1,145.42,churned,31,0.592,10,2,55,31.0,2.0,55.0,0,0,1,1,0.0,0,0
CUST-10392,Starter,152.5,16,E-commerce,North America,Partner/Referral,3,False,23,8,152.5,active,24,0.747,6,2,68,28.875,2.0,64.75,0,0,8,0,0.0,0,1
CUST-10393,Starter,191.36,13,Education,Europe,Paid Search,11,False,23,11,230.93,active,35,0.753,7,0,61,36.45454545454545,0.18181818181818182,78.0909090909091,1,0,11,0,20.67830267558528,1,2
CUST-10394,Starter,117.79,2,Manufacturing,LATAM,Partner/Referral,34,True,23,22,142.03,active,21,0.994,13,1,87,33.81818181818182,0.5909090909090909,77.0,1,0,22,0,20.578996519229133,1,2
CUST-10395,Enterprise,4690.63,11,Manufacturing,North America,Partner/Referral,52,True,23,13,3948.32,active,15,0.302,7,1,44,11.615384615384615,0.8461538461538461,31.153846153846153,1,1,13,0,-15.82537953323967,0,1
CUST-10396,Enterprise,7963.74,11,Healthcare,Europe,Paid Search,11,True,23,13,7963.74,active,19,0.783,5,1,63,27.53846153846154,0.8461538461538461,73.3076923076923,0,0,13,0,0.0,0,1
CUST-10397,Growth,983.96,3,FinTech,APAC,Outbound Sales,29,False,22,20,942.63,churned,32,0.821,9,1,87,31.5,2.65,66.55,1,1,20,1,-4.200373998943051,0,0
CUST-10398,Growth,515.77,15,E-commerce,MEA,Product-Led Trial,38,False,23,9,363.66,active,22,0.577,5,2,85,21.77777777777778,1.1111111111111112,64.66666666666667,0,1,9,0,-29.49182775268045,0,1
CUST-10399,Starter,117.74,16,Healthcare,MEA,Paid Search,43,False,23,8,117.74,active,11,0.435,8,0,70,12.375,0.125,43.625,0,0,8,0,0.0,0,1
CUST-10400,Growth,209.67,9,FinTech,North America,Partner/Referral,48,False,23,15,265.11,active,38,0.809,11,1,92,30.0,1.0,73.33333333333333,1,0,15,0,26.441551008728016,1,2
CUST-10401,Starter,176.21,7,Media,North America,Product-Led Trial,6,False,17,11,176.21,churned,28,0.571,6,0,58,22.545454545454547,0.09090909090909091,68.0,0,0,11,1,0.0,0,0
CUST-10402,Starter,183.2,12,E-commerce,LATAM,Outbound Sales,24,False,18,7,183.2,churned,27,1.0,12,3,91,28.0,1.8571428571428572,71.0,0,0,7,1,0.0,0,0
CUST-10403,Growth,707.72,19,Education,North America,Outbound Sales,48,False,23,5,581.89,active,22,0.457,4,3,42,21.0,1.2,36.0,0,1,5,0,-17.779630362290177,0,1
CUST-10404,Growth,485.34,17,Education,North America,Partner/Referral,3,False,23,7,485.34,active,8,0.27,5,3,50,9.571428571428571,2.4285714285714284,33.714285714285715,0,0,7,0,0.0,0,1
CUST-10405,Enterprise,7141.49,19,FinTech,North America,Outbound Sales,144,True,23,5,7141.49,active,17,0.953,11,0,88,28.2,0.4,85.8,0,0,5,0,0.0,0,1
CUST-10406,Starter,54.84,0,SaaS/Tech,North America,Product-Led Trial,16,False,14,15,46.43,churned,11,0.154,3,0,30,16.866666666666667,0.2,48.46666666666667,0,1,15,1,-15.33552151714078,0,0
CUST-10407,Growth,541.57,11,E-commerce,APAC,Product-Led Trial,4,False,23,13,541.57,active,23,0.507,10,3,45,24.153846153846153,1.7692307692307692,55.76923076923077,0,0,13,0,0.0,0,1
CUST-10408,Enterprise,7625.2,7,Education,Europe,Partner/Referral,5,True,23,17,13514.24,active,20,0.622,7,1,31,25.41176470588235,3.0,57.94117647058823,3,0,17,0,77.23128573676756,1,2
CUST-10409,Starter,93.35,15,Professional Services,North America,Inbound/Organic,31,False,23,9,80.54,active,23,0.483,5,0,77,19.333333333333332,0.1111111111111111,55.666666666666664,0,1,9,0,-13.722549544724144,0,1
CUST-10410,Starter,180.92,0,Healthcare,North America,Outbound Sales,14,False,23,24,314.44,active,38,0.971,11,1,74,36.333333333333336,0.16666666666666666,82.66666666666667,3,0,24,0,73.80057483970816,1,2
CUST-10411,Growth,723.07,2,E-commerce,LATAM,Product-Led Trial,70,False,23,22,1127.49,active,39,0.822,5,0,98,30.954545454545453,1.4545454545454546,77.5909090909091,4,1,22,0,55.93096104111635,1,2
CUST-10412,Starter,54.64,20,Manufacturing,Europe,Product-Led Trial,52,True,23,4,54.64,active,24,0.564,8,0,62,19.75,0.0,52.0,0,0,4,0,0.0,0,1
CUST-10413,Enterprise,2582.88,5,Education,North America,Outbound Sales,2,True,23,19,2757.6,active,21,0.602,8,1,45,24.31578947368421,2.1052631578947367,56.578947368421055,1,0,19,0,6.764541906708782,1,2
CUST-10414,Enterprise,1363.31,3,FinTech,North America,Outbound Sales,93,True,23,21,1817.2,active,25,0.713,8,2,83,23.952380952380953,1.4761904761904763,67.71428571428571,2,2,21,0,33.29323484754019,0,1
CUST-10415,Enterprise,3958.4,17,Manufacturing,North America,Inbound/Organic,60,True,23,7,4754.46,active,7,0.05,3,2,10,9.857142857142858,3.2857142857142856,29.857142857142858,1,0,7,0,20.110650767987064,1,2
CUST-10416,Starter,89.72,15,Healthcare,MEA,Partner/Referral,122,False,23,9,89.72,active,37,0.88,10,0,80,35.44444444444444,0.6666666666666666,80.66666666666667,0,0,9,0,0.0,0,1
CUST-10417,Starter,130.67,9,Media,North America,Inbound/Organic,3,False,23,15,167.58,active,24,0.515,5,4,63,24.066666666666666,2.6,53.53333333333333,1,0,15,0,28.24672839978574,1,2
CUST-10418,Growth,585.01,16,FinTech,LATAM,Inbound/Organic,29,False,17,2,528.76,churned,21,0.539,5,1,55,21.0,0.5,62.0,0,1,2,1,-9.615220252645255,0,0
CUST-10419,Growth,337.5,16,SaaS/Tech,Europe,Paid Search,7,False,23,8,364.48,active,8,0.517,8,1,53,20.125,0.75,60.875,1,0,8,0,7.99407407407408,1,2
CUST-10420,Growth,568.91,0,Professional Services,APAC,Product-Led Trial,15,False,13,14,742.03,churned,5,0.07,4,2,24,15.071428571428571,0.7857142857142857,40.714285714285715,1,0,14,1,30.43012075723753,1,0
CUST-10421,Starter,100.8,5,FinTech,MEA,Outbound Sales,51,True,9,5,100.8,churned,13,0.531,8,1,33,16.4,1.4,36.0,0,0,5,1,0.0,0,0
CUST-10422,Growth,736.17,12,Professional Services,Europe,Inbound/Organic,7,False,17,6,736.17,churned,22,0.36,7,3,35,19.0,3.5,56.666666666666664,0,0,6,1,0.0,0,0
CUST-10423,Growth,507.1,18,Healthcare,APAC,Paid Search,16,False,23,6,507.1,active,33,0.826,7,1,92,28.333333333333332,0.8333333333333334,70.16666666666667,0,0,6,0,0.0,0,1
CUST-10424,Enterprise,1682.6,18,Manufacturing,Europe,Inbound/Organic,2,True,23,6,1682.6,active,42,0.826,12,1,61,35.333333333333336,0.8333333333333334,71.33333333333333,0,0,6,0,0.0,0,1
CUST-10425,Starter,121.34,7,Education,MEA,Outbound Sales,108,False,7,1,121.34,churned,16,0.391,9,1,32,16.0,1.0,32.0,0,0,1,1,0.0,0,0
CUST-10426,Starter,180.9,19,Professional Services,North America,Paid Search,37,False,23,5,180.9,active,10,0.228,4,5,33,17.8,5.2,30.4,0,0,5,0,0.0,0,1
CUST-10427,Starter,142.73,2,E-commerce,APAC,Outbound Sales,59,False,23,22,134.16,active,15,0.428,3,2,29,13.090909090909092,2.4545454545454546,39.40909090909091,0,1,22,0,-6.004343866040772,0,1
CUST-10428,Starter,73.42,0,SaaS/Tech,North America,Product-Led Trial,7,False,7,8,73.42,churned,33,0.791,5,3,75,30.125,2.25,67.0,0,0,8,1,0.0,0,0
CUST-10429,Starter,158.9,13,Education,North America,Outbound Sales,5,False,13,1,158.9,churned,14,0.506,7,2,68,14.0,2.0,68.0,0,0,1,1,0.0,0,0
CUST-10430,Starter,99.02,21,Education,North America,Partner/Referral,13,False,23,3,99.02,active,6,0.339,1,1,39,18.0,1.0,36.0,0,0,3,0,0.0,0,1
CUST-10431,Growth,680.28,19,Education,North America,Paid Search,35,False,23,5,680.28,active,21,0.419,3,1,37,21.4,0.2,45.8,0,0,5,0,0.0,0,1
CUST-10432,Starter,116.52,9,SaaS/Tech,North America,Paid Search,19,False,19,11,116.52,churned,27,1.0,8,2,60,29.09090909090909,1.9090909090909092,59.72727272727273,0,0,11,1,0.0,0,0
CUST-10433,Growth,537.76,16,FinTech,North America,Outbound Sales,8,False,23,8,405.15,churned,33,0.755,8,1,68,26.75,1.75,68.75,0,1,8,1,-24.659699494198158,0,0
CUST-10434,Growth,414.56,9,Manufacturing,MEA,Outbound Sales,6,False,23,15,554.36,active,24,0.657,4,2,51,25.266666666666666,1.0666666666666667,62.2,1,0,15,0,33.72250096487843,1,2
CUST-10435,Starter,113.56,19,FinTech,Europe,Outbound Sales,35,False,23,5,113.56,active,35,1.0,12,1,91,36.6,1.0,89.6,0,0,5,0,0.0,0,1
CUST-10436,Starter,51.27,2,Manufacturing,North America,Paid Search,209,False,20,19,76.92,churned,26,0.468,4,1,23,15.736842105263158,2.6842105263157894,40.473684210526315,2,0,19,1,50.029256875365704,1,0
CUST-10437,Growth,399.37,1,Education,North America,Outbound Sales,13,True,23,23,432.72,active,5,0.415,4,7,31,16.869565217391305,4.173913043478261,51.0,1,0,23,0,8.35065227733681,1,2
CUST-10438,Starter,190.71,21,Healthcare,LATAM,Outbound Sales,47,False,23,3,190.71,active,18,0.544,9,1,58,23.666666666666668,1.6666666666666667,60.333333333333336,0,0,3,0,0.0,0,1
CUST-10439,Starter,143.12,12,FinTech,LATAM,Inbound/Organic,102,False,23,12,143.12,active,27,0.579,9,0,63,21.416666666666668,0.8333333333333334,68.75,0,0,12,0,0.0,0,1
CUST-10440,Enterprise,3793.25,12,Manufacturing,North America,Inbound/Organic,159,True,23,12,6204.76,active,25,0.581,6,2,55,23.833333333333332,1.0,53.833333333333336,3,1,12,0,63.57371647004548,1,2
CUST-10441,Starter,182.51,20,Professional Services,APAC,Partner/Referral,24,False,23,4,182.51,active,40,0.845,12,0,90,38.5,0.25,74.25,0,0,4,0,0.0,0,1
CUST-10442,Growth,207.23,16,Healthcare,Europe,Paid Search,8,False,23,8,233.52,active,28,0.757,10,2,79,34.0,1.875,71.0,1,1,8,0,12.686387106113989,0,1
CUST-10443,Enterprise,1350.13,19,Professional Services,North America,Inbound/Organic,50,True,23,5,1350.13,active,24,0.469,7,1,49,17.8,0.4,47.6,0,0,5,0,0.0,0,1
CUST-10444,Starter,89.62,15,E-commerce,North America,Product-Led Trial,5,False,23,9,89.62,active,39,0.832,9,2,82,31.666666666666668,1.8888888888888888,65.44444444444444,0,0,9,0,0.0,0,1
CUST-10445,Growth,497.39,22,E-commerce,LATAM,Outbound Sales,16,False,22,1,497.39,churned,36,0.905,5,1,73,36.0,1.0,73.0,0,0,1,1,0.0,0,0
CUST-10446,Starter,167.02,2,E-commerce,Europe,Outbound Sales,10,False,18,17,167.02,churned,33,0.723,9,1,100,34.35294117647059,0.5882352941176471,75.41176470588235,0,0,17,1,0.0,0,0
CUST-10447,Enterprise,5091.14,6,SaaS/Tech,LATAM,Inbound/Organic,25,True,23,18,6523.63,active,10,0.376,2,2,34,15.277777777777779,2.7777777777777777,43.27777777777778,1,0,18,0,28.136920218261523,1,2
CUST-10448,Enterprise,5665.24,20,E-commerce,Europe,Outbound Sales,78,True,23,4,5665.24,active,21,0.551,6,3,65,15.0,2.75,61.5,0,0,4,0,0.0,0,1
CUST-10449,Growth,627.49,10,Education,APAC,Paid Search,39,False,16,7,517.14,churned,35,0.921,9,0,45,28.285714285714285,0.42857142857142855,65.0,0,1,7,1,-17.58593762450398,0,0
CUST-10450,Starter,115.59,12,FinTech,Europe,Product-Led Trial,14,False,23,12,115.59,active,25,0.765,13,2,92,34.333333333333336,0.6666666666666666,78.16666666666667,0,0,12,0,0.0,0,1
CUST-10451,Starter,155.94,5,E-commerce,Europe,Product-Led Trial,23,False,11,7,155.94,churned,20,0.698,10,1,72,27.714285714285715,1.2857142857142858,66.42857142857143,0,0,7,1,0.0,0,0
CUST-10452,Starter,76.85,20,E-commerce,LATAM,Product-Led Trial,19,False,23,4,76.85,active,29,0.476,7,3,54,23.25,2.75,45.0,0,0,4,0,0.0,0,1
CUST-10453,Starter,187.68,9,Professional Services,North America,Product-Led Trial,98,False,22,14,173.66,churned,21,0.802,9,0,57,25.785714285714285,0.9285714285714286,57.642857142857146,1,1,14,1,-7.470161977834618,0,0
CUST-10454,Enterprise,6525.05,22,Manufacturing,LATAM,Product-Led Trial,6,True,23,2,6525.05,active,30,0.734,4,0,81,25.0,0.0,64.5,0,0,2,0,0.0,0,1
CUST-10455,Growth,951.96,0,SaaS/Tech,North America,Inbound/Organic,5,True,23,24,1711.9,active,30,0.735,9,0,82,31.333333333333332,0.8333333333333334,74.58333333333333,3,0,24,0,79.82898441110972,1,2
CUST-10456,Enterprise,3442.23,8,Manufacturing,APAC,Inbound/Organic,14,True,12,5,3442.23,churned,16,0.272,1,3,38,19.2,3.4,45.8,0,0,5,1,0.0,0,0
CUST-10457,Starter,50.99,8,Education,Europe,Product-Led Trial,2,False,23,16,50.99,active,38,0.688,12,2,92,29.375,2.625,72.5,0,0,16,0,0.0,0,1
CUST-10458,Starter,122.41,12,SaaS/Tech,APAC,Product-Led Trial,71,False,23,12,122.41,churned,27,0.604,9,1,45,26.25,0.4166666666666667,63.0,0,0,12,1,0.0,0,0
CUST-10459,Starter,61.53,16,Manufacturing,North America,Paid Search,67,False,22,7,69.34,churned,22,0.427,4,3,51,27.142857142857142,3.142857142857143,53.0,1,0,7,1,12.692995286851946,1,0
CUST-10460,Starter,144.2,18,FinTech,North America,Paid Search,5,True,23,6,144.2,active,30,0.905,12,1,70,39.333333333333336,0.8333333333333334,82.16666666666667,0,0,6,0,0.0,0,1
CUST-10461,Starter,84.13,14,Manufacturing,MEA,Outbound Sales,47,False,23,10,84.13,active,33,0.657,7,4,79,24.8,1.0,59.6,0,0,10,0,0.0,0,1
CUST-10462,Starter,113.34,18,Healthcare,APAC,Paid Search,24,False,23,6,113.34,active,23,0.575,9,3,48,26.833333333333332,1.8333333333333333,61.666666666666664,0,0,6,0,0.0,0,1
CUST-10463,Enterprise,5419.93,15,Professional Services,North America,Inbound/Organic,5,True,23,9,5419.93,active,36,0.779,11,1,98,27.77777777777778,0.7777777777777778,81.0,0,0,9,0,0.0,0,1
CUST-10464,Growth,945.57,6,Media,MEA,Inbound/Organic,14,False,23,18,1169.15,active,38,0.805,6,2,77,32.77777777777778,1.0,82.16666666666667,1,0,18,0,23.64499719745762,1,2
CUST-10465,Starter,125.17,20,SaaS/Tech,North America,Inbound/Organic,5,False,23,4,125.17,active,20,0.488,7,0,16,22.0,0.5,38.75,0,0,4,0,0.0,0,1
CUST-10466,Growth,526.09,20,Healthcare,APAC,Partner/Referral,36,False,23,4,651.16,active,29,0.824,5,1,68,25.75,1.0,75.25,1,0,4,0,23.773498830998484,1,2
CUST-10467,Growth,571.58,21,Media,North America,Partner/Referral,46,False,23,3,625.57,active,11,0.65,5,3,58,19.666666666666668,2.3333333333333335,55.333333333333336,1,0,3,0,9.445746877077575,1,2
CUST-10468,Growth,560.58,18,Healthcare,APAC,Product-Led Trial,17,False,23,6,560.58,active,23,0.562,7,5,67,26.166666666666668,2.8333333333333335,48.666666666666664,0,0,6,0,0.0,0,1
CUST-10469,Growth,212.39,15,E-commerce,North America,Partner/Referral,24,False,23,9,212.39,active,16,0.367,8,2,82,21.77777777777778,1.8888888888888888,58.22222222222222,0,0,9,0,0.0,0,1
CUST-10470,Growth,877.49,19,SaaS/Tech,MEA,Paid Search,91,False,23,5,877.49,active,16,0.64,8,1,67,16.2,0.6,66.4,0,0,5,0,0.0,0,1
CUST-10471,Enterprise,4913.41,2,Healthcare,North America,Outbound Sales,14,True,23,22,9335.17,active,34,0.6,7,0,79,30.545454545454547,0.45454545454545453,73.04545454545455,3,0,22,0,89.99371108863295,1,2
CUST-10472,Growth,499.21,19,Healthcare,Europe,Outbound Sales,20,False,23,5,499.21,active,9,0.219,2,3,52,10.8,2.0,29.2,0,0,5,0,0.0,0,1
CUST-10473,Enterprise,3612.69,1,Education,North America,Inbound/Organic,50,True,23,23,6106.19,active,32,0.668,8,4,59,23.0,2.5217391304347827,55.21739130434783,2,0,23,0,69.02059130454037,1,2
CUST-10474,Growth,540.43,4,Media,APAC,Paid Search,51,False,23,20,658.31,active,25,0.403,5,1,50,19.5,0.8,50.15,1,1,20,0,21.812260607294192,0,1
CUST-10475,Growth,477.22,5,Education,North America,Outbound Sales,8,False,23,19,899.14,active,35,1.0,10,2,94,38.8421052631579,0.7894736842105263,86.84210526315789,3,0,19,0,88.4120531411089,1,2
CUST-10476,Growth,881.22,20,Manufacturing,APAC,Partner/Referral,179,False,23,4,791.62,active,22,0.592,7,2,71,28.0,1.0,63.25,0,1,4,0,-10.167722021742588,0,1
CUST-10477,Starter,96.07,7,Education,North America,Partner/Referral,19,False,10,4,96.07,churned,14,0.506,5,2,51,24.25,1.75,57.25,0,0,4,1,0.0,0,0
CUST-10478,Growth,645.78,1,E-commerce,North America,Paid Search,45,False,23,23,645.78,active,20,0.558,6,0,34,24.17391304347826,0.7391304347826086,69.34782608695652,0,0,23,0,0.0,0,1
CUST-10479,Growth,626.07,2,Manufacturing,APAC,Product-Led Trial,22,False,2,1,626.07,churned,22,0.507,10,0,79,22.0,0.0,79.0,0,0,1,1,0.0,0,0
CUST-10480,Starter,77.64,13,Education,Europe,Paid Search,77,False,21,9,77.64,churned,21,0.595,8,0,82,20.0,0.5555555555555556,49.55555555555556,0,0,9,1,0.0,0,0
CUST-10481,Growth,349.99,19,E-commerce,APAC,Partner/Referral,44,False,23,5,349.99,active,18,0.518,9,1,65,21.6,2.0,66.8,0,0,5,0,0.0,0,1
CUST-10482,Starter,118.6,21,Manufacturing,Europe,Outbound Sales,40,False,23,3,85.64,active,38,0.993,5,1,82,30.333333333333332,0.3333333333333333,92.0,0,1,3,0,-27.790893760539625,0,1
CUST-10483,Growth,542.76,13,Healthcare,Europe,Product-Led Trial,83,False,23,11,542.76,active,31,0.487,4,2,78,26.454545454545453,2.8181818181818183,62.18181818181818,0,0,11,0,0.0,0,1
CUST-10484,Growth,275.37,7,Healthcare,APAC,Product-Led Trial,56,False,12,6,275.37,churned,38,0.709,7,2,87,30.666666666666668,1.0,68.33333333333333,0,0,6,1,0.0,0,0
CUST-10485,Enterprise,2690.48,14,Media,Europe,Inbound/Organic,48,True,23,10,3111.63,active,34,0.826,8,0,80,28.0,1.7,62.2,1,0,10,0,15.653340667836227,1,2
CUST-10486,Enterprise,7241.98,20,Healthcare,Europe,Partner/Referral,6,True,23,4,7241.98,active,26,0.469,5,4,52,29.75,2.0,52.0,0,0,4,0,0.0,0,1
CUST-10487,Starter,163.65,17,SaaS/Tech,APAC,Outbound Sales,52,True,23,7,163.65,active,14,0.383,6,0,71,17.714285714285715,1.0,54.714285714285715,0,0,7,0,0.0,0,1
CUST-10488,Enterprise,3903.71,9,Healthcare,Europe,Product-Led Trial,107,True,23,15,5491.01,active,22,0.545,9,2,92,26.466666666666665,2.6,66.8,2,0,15,0,40.661319616467416,1,2
CUST-10489,Growth,310.61,19,Media,Europe,Outbound Sales,59,False,23,5,310.61,churned,7,0.22,2,1,33,9.0,0.4,35.8,0,0,5,1,0.0,0,0
CUST-10490,Starter,128.15,4,Healthcare,Europe,Paid Search,83,False,4,1,128.15,churned,13,0.557,5,0,75,13.0,0.0,75.0,0,0,1,1,0.0,0,0
CUST-10491,Growth,242.63,10,Education,Europe,Paid Search,44,True,23,14,242.63,active,7,0.521,5,0,51,22.714285714285715,0.7142857142857143,62.07142857142857,0,0,14,0,0.0,0,1
