customer_id,plan_tier,base_mrr,signup_month_idx,industry,region,acquisition_channel,company_size_employees,has_csm
CUST-10356,Enterprise,6351.69,3,Professional Services,MEA,Inbound/Organic,5,True
CUST-10357,Starter,95.78,2,Healthcare,North America,Product-Led Trial,70,False
CUST-10358,Starter,120.53,21,Healthcare,LATAM,Paid Search,15,False
CUST-10359,Enterprise,2951.32,14,Healthcare,MEA,Paid Search,10,True
CUST-10360,Enterprise,3062.34,6,Healthcare,APAC,Inbound/Organic,12,True
CUST-10361,Starter,189.56,8,Professional Services,LATAM,Outbound Sales,30,False
CUST-10362,Starter,122.14,13,Manufacturing,Europe,Outbound Sales,10,False
CUST-10363,Enterprise,1506.22,18,Healthcare,LATAM,Paid Search,17,True
CUST-10364,Starter,124.09,9,FinTech,APAC,Partner/Referral,40,False
CUST-10365,Starter,178.51,2,Media,North America,Outbound Sales,10,True
CUST-10366,Growth,872.94,16,SaaS/Tech,North America,Product-Led Trial,3,False
CUST-10367,Starter,182.3,22,Media,Europe,Paid Search,92,False
CUST-10368,Growth,709.04,17,Manufacturing,Europe,Partner/Referral,7,False
CUST-10369,Starter,186.52,7,E-commerce,Europe,Paid Search,8,True
CUST-10370,Growth,243.41,11,SaaS/Tech,North America,Inbound/Organic,12,False
CUST-10371,Growth,250.09,17,Media,North America,Product-Led Trial,24,False
CUST-10372,Starter,188.63,0,Healthcare,North America,Outbound Sales,30,False
CUST-10373,Enterprise,3956.69,5,Media,LATAM,Outbound Sales,78,True
CUST-10374,Starter,152.05,0,FinTech,Europe,Paid Search,15,False
CUST-10375,Starter,90.77,10,SaaS/Tech,Europe,Inbound/Organic,12,False
CUST-10376,Starter,166.27,11,Education,North America,Product-Led Trial,2,False
CUST-10377,Growth,288.67,13,Healthcare,North America,Partner/Referral,23,False
CUST-10378,Starter,131.81,3,Professional Services,APAC,Inbound/Organic,16,False
CUST-10379,Starter,150.67,12,Education,North America,Partner/Referral,248,False
CUST-10380,Starter,145.72,20,FinTech,APAC,Inbound/Organic,17,False
CUST-10381,Starter,65.73,9,Education,North America,Product-Led Trial,47,False
CUST-10382,Starter,185.66,1,Manufacturing,APAC,Paid Search,50,False
CUST-10383,Growth,901.24,5,SaaS/Tech,North America,Partner/Referral,18,False
CUST-10384,Starter,68.73,11,Healthcare,Europe,Paid Search,51,True
CUST-10385,Starter,51.63,20,SaaS/Tech,APAC,Paid Search,47,False
CUST-10386,Growth,655.95,15,Healthcare,Europe,Product-Led Trial,51,False
CUST-10387,Starter,94.44,2,Education,North America,Paid Search,51,False
CUST-10388,Growth,247.71,11,E-commerce,Europe,Inbound/Organic,30,False
CUST-10389,Growth,648.47,21,SaaS/Tech,North America,Paid Search,4,False
CUST-10390,Starter,142.36,9,Healthcare,Europe,Outbound Sales,25,False
CUST-10391,Starter,145.42,0,SaaS/Tech,LATAM,Partner/Referral,37,False
CUST-10392,Starter,152.5,16,E-commerce,North America,Partner/Referral,3,False
CUST-10393,Starter,191.36,13,Education,Europe,Paid Search,11,False
CUST-10394,Starter,117.79,2,Manufacturing,LATAM,Partner/Referral,34,True
CUST-10395,Enterprise,4690.63,11,Manufacturing,North America,Partner/Referral,52,True
CUST-10396,Enterprise,7963.74,11,Healthcare,Europe,Paid Search,11,True
CUST-10397,Growth,983.96,3,FinTech,APAC,Outbound Sales,29,False
CUST-10398,Growth,515.77,15,E-commerce,MEA,Product-Led Trial,38,False
CUST-10399,Starter,117.74,16,Healthcare,MEA,Paid Search,43,False
CUST-10400,Growth,209.67,9,FinTech,North America,Partner/Referral,48,False
CUST-10401,Starter,176.21,7,Media,North America,Product-Led Trial,6,False
CUST-10402,Starter,183.2,12,E-commerce,LATAM,Outbound Sales,24,False
CUST-10403,Growth,707.72,19,Education,North America,Outbound Sales,48,False
CUST-10404,Growth,485.34,17,Education,North America,Partner/Referral,3,False
CUST-10405,Enterprise,7141.49,19,FinTech,North America,Outbound Sales,144,True
CUST-10406,Starter,54.84,0,SaaS/Tech,North America,Product-Led Trial,16,False
CUST-10407,Growth,541.57,11,E-commerce,APAC,Product-Led Trial,4,False
CUST-10408,Enterprise,7625.2,7,Education,Europe,Partner/Referral,5,True
CUST-10409,Starter,93.35,15,Professional Services,North America,Inbound/Organic,31,False
CUST-10410,Starter,180.92,0,Healthcare,North America,Outbound Sales,14,False
CUST-10411,Growth,723.07,2,E-commerce,LATAM,Product-Led Trial,70,False
CUST-10412,Starter,54.64,20,Manufacturing,Europe,Product-Led Trial,52,True
CUST-10413,Enterprise,2582.88,5,Education,North America,Outbound Sales,2,True
CUST-10414,Enterprise,1363.31,3,FinTech,North America,Outbound Sales,93,True
CUST-10415,Enterprise,3958.4,17,Manufacturing,North America,Inbound/Organic,60,True
CUST-10416,Starter,89.72,15,Healthcare,MEA,Partner/Referral,122,False
CUST-10417,Starter,130.67,9,Media,North America,Inbound/Organic,3,False
CUST-10418,Growth,585.01,16,FinTech,LATAM,Inbound/Organic,29,False
CUST-10419,Growth,337.5,16,SaaS/Tech,Europe,Paid Search,7,False
CUST-10420,Growth,568.91,0,Professional Services,APAC,Product-Led Trial,15,False
CUST-10421,Starter,100.8,5,FinTech,MEA,Outbound Sales,51,True
CUST-10422,Growth,736.17,12,Professional Services,Europe,Inbound/Organic,7,False
CUST-10423,Growth,507.1,18,Healthcare,APAC,Paid Search,16,False
CUST-10424,Enterprise,1682.6,18,Manufacturing,Europe,Inbound/Organic,2,True
CUST-10425,Starter,121.34,7,Education,MEA,Outbound Sales,108,False
CUST-10426,Starter,180.9,19,Professional Services,North America,Paid Search,37,False
CUST-10427,Starter,142.73,2,E-commerce,APAC,Outbound Sales,59,False
CUST-10428,Starter,73.42,0,SaaS/Tech,North America,Product-Led Trial,7,False
CUST-10429,Starter,158.9,13,Education,North America,Outbound Sales,5,False
CUST-10430,Starter,99.02,21,Education,North America,Partner/Referral,13,False
CUST-10431,Growth,680.28,19,Education,North America,Paid Search,35,False
CUST-10432,Starter,116.52,9,SaaS/Tech,North America,Paid Search,19,False
CUST-10433,Growth,537.76,16,FinTech,North America,Outbound Sales,8,False
CUST-10434,Growth,414.56,9,Manufacturing,MEA,Outbound Sales,6,False
CUST-10435,Starter,113.56,19,FinTech,Europe,Outbound Sales,35,False
CUST-10436,Starter,51.27,2,Manufacturing,North America,Paid Search,209,False
CUST-10437,Growth,399.37,1,Education,North America,Outbound Sales,13,True
CUST-10438,Starter,190.71,21,Healthcare,LATAM,Outbound Sales,47,False
CUST-10439,Starter,143.12,12,FinTech,LATAM,Inbound/Organic,102,False
CUST-10440,Enterprise,3793.25,12,Manufacturing,North America,Inbound/Organic,159,True
CUST-10441,Starter,182.51,20,Professional Services,APAC,Partner/Referral,24,False
CUST-10442,Growth,207.23,16,Healthcare,Europe,Paid Search,8,False
CUST-10443,Enterprise,1350.13,19,Professional Services,North America,Inbound/Organic,50,True
CUST-10444,Starter,89.62,15,E-commerce,North America,Product-Led Trial,5,False
CUST-10445,Growth,497.39,22,E-commerce,LATAM,Outbound Sales,16,False
CUST-10446,Starter,167.02,2,E-commerce,Europe,Outbound Sales,10,False
CUST-10447,Enterprise,5091.14,6,SaaS/Tech,LATAM,Inbound/Organic,25,True
CUST-10448,Enterprise,5665.24,20,E-commerce,Europe,Outbound Sales,78,True
CUST-10449,Growth,627.49,10,Education,APAC,Paid Search,39,False
CUST-10450,Starter,115.59,12,FinTech,Europe,Product-Led Trial,14,False
CUST-10451,Starter,155.94,5,E-commerce,Europe,Product-Led Trial,23,False
CUST-10452,Starter,76.85,20,E-commerce,LATAM,Product-Led Trial,19,False
CUST-10453,Starter,187.68,9,Professional Services,North America,Product-Led Trial,98,False
CUST-10454,Enterprise,6525.05,22,Manufacturing,LATAM,Product-Led Trial,6,True
CUST-10455,Growth,951.96,0,SaaS/Tech,North America,Inbound/Organic,5,True
CUST-10456,Enterprise,3442.23,8,Manufacturing,APAC,Inbound/Organic,14,True
CUST-10457,Starter,50.99,8,Education,Europe,Product-Led Trial,2,False
CUST-10458,Starter,122.41,12,SaaS/Tech,APAC,Product-Led Trial,71,False
CUST-10459,Starter,61.53,16,Manufacturing,North America,Paid Search,67,False
CUST-10460,Starter,144.2,18,FinTech,North America,Paid Search,5,True
CUST-10461,Starter,84.13,14,Manufacturing,MEA,Outbound Sales,47,False
CUST-10462,Starter,113.34,18,Healthcare,APAC,Paid Search,24,False
CUST-10463,Enterprise,5419.93,15,Professional Services,North America,Inbound/Organic,5,True
CUST-10464,Growth,945.57,6,Media,MEA,Inbound/Organic,14,False
CUST-10465,Starter,125.17,20,SaaS/Tech,North America,Inbound/Organic,5,False
CUST-10466,Growth,526.09,20,Healthcare,APAC,Partner/Referral,36,False
CUST-10467,Growth,571.58,21,Media,North America,Partner/Referral,46,False
CUST-10468,Growth,560.58,18,Healthcare,APAC,Product-Led Trial,17,False
CUST-10469,Growth,212.39,15,E-commerce,North America,Partner/Referral,24,False
CUST-10470,Growth,877.49,19,SaaS/Tech,MEA,Paid Search,91,False
CUST-10471,Enterprise,4913.41,2,Healthcare,North America,Outbound Sales,14,True
CUST-10472,Growth,499.21,19,Healthcare,Europe,Outbound Sales,20,False
CUST-10473,Enterprise,3612.69,1,Education,North America,Inbound/Organic,50,True
CUST-10474,Growth,540.43,4,Media,APAC,Paid Search,51,False
CUST-10475,Growth,477.22,5,Education,North America,Outbound Sales,8,False
CUST-10476,Growth,881.22,20,Manufacturing,APAC,Partner/Referral,179,False
CUST-10477,Starter,96.07,7,Education,North America,Partner/Referral,19,False
CUST-10478,Growth,645.78,1,E-commerce,North America,Paid Search,45,False
CUST-10479,Growth,626.07,2,Manufacturing,APAC,Product-Led Trial,22,False
CUST-10480,Starter,77.64,13,Education,Europe,Paid Search,77,False
CUST-10481,Growth,349.99,19,E-commerce,APAC,Partner/Referral,44,False
CUST-10482,Starter,118.6,21,Manufacturing,Europe,Outbound Sales,40,False
CUST-10483,Growth,542.76,13,Healthcare,Europe,Product-Led Trial,83,False
CUST-10484,Growth,275.37,7,Healthcare,APAC,Product-Led Trial,56,False
CUST-10485,Enterprise,2690.48,14,Media,Europe,Inbound/Organic,48,True
CUST-10486,Enterprise,7241.98,20,Healthcare,Europe,Partner/Referral,6,True
CUST-10487,Starter,163.65,17,SaaS/Tech,APAC,Outbound Sales,52,True
CUST-10488,Enterprise,3903.71,9,Healthcare,Europe,Product-Led Trial,107,True
CUST-10489,Growth,310.61,19,Media,Europe,Outbound Sales,59,False
CUST-10490,Starter,128.15,4,Healthcare,Europe,Paid Search,83,False
CUST-10491,Growth,242.63,10,Education,Europe,Paid Search,44,True
CUST-10492,Enterprise,5421.5,22,SaaS/Tech,Europe,Inbound/Organic,5,True
CUST-10493,Starter,144.39,3,SaaS/Tech,North America,Partner/Referral,63,True
CUST-10494,Growth,561.88,13,Manufacturing,North America,Paid Search,43,False
CUST-10495,Enterprise,6619.68,5,Healthcare,Europe,Paid Search,106,True
CUST-10496,Starter,72.05,4,SaaS/Tech,North America,Partner/Referral,29,True
CUST-10497,Growth,761.41,7,E-commerce,North America,Partner/Referral,17,False
CUST-10498,Enterprise,5613.32,6,Media,LATAM,Outbound Sales,9,True
CUST-10499,Enterprise,7980.67,19,Education,LATAM,Inbound/Organic,73,True
CUST-10500,Growth,877.06,13,FinTech,North America,Product-Led Trial,19,True
CUST-10501,Starter,83.4,19,E-commerce,North America,Paid Search,10,True
CUST-10502,Starter,128.48,4,Manufacturing,North America,Partner/Referral,64,False
CUST-10503,Starter,83.88,9,Professional Services,North America,Partner/Referral,12,False
CUST-10504,Starter,80.58,21,FinTech,North America,Paid Search,44,False
CUST-10505,Starter,120.77,9,Media,North America,Outbound Sales,62,True
CUST-10506,Starter,180.31,0,Professional Services,MEA,Paid Search,6,False
CUST-10507,Growth,733.1,7,SaaS/Tech,LATAM,Product-Led Trial,2,False
CUST-10508,Enterprise,3600.27,20,E-commerce,Europe,Inbound/Organic,2,True
CUST-10509,Enterprise,3529.83,2,Media,Europe,Partner/Referral,4,True
CUST-10510,Starter,126.08,7,Education,LATAM,Inbound/Organic,32,False
CUST-10511,Growth,715.15,3,FinTech,Europe,Inbound/Organic,6,False
CUST-10512,Starter,68.75,20,Manufacturing,APAC,Outbound Sales,39,False
CUST-10513,Enterprise,7789.49,7,Manufacturing,North America,Outbound Sales,15,True
CUST-10514,Enterprise,7257.9,11,SaaS/Tech,APAC,Product-Led Trial,13,True
CUST-10515,Growth,376.18,20,E-commerce,Europe,Partner/Referral,41,True
CUST-10516,Enterprise,6548.16,19,FinTech,APAC,Partner/Referral,2,True
CUST-10517,Starter,121.92,17,Healthcare,North America,Outbound Sales,12,False
CUST-10518,Enterprise,4276.48,16,FinTech,APAC,Paid Search,26,True
CUST-10519,Growth,947.2,17,Education,APAC,Paid Search,144,False
CUST-10520,Starter,79.67,22,SaaS/Tech,Europe,Partner/Referral,16,False
CUST-10521,Starter,142.95,0,SaaS/Tech,Europe,Inbound/Organic,227,False
CUST-10522,Growth,372.19,14,FinTech,APAC,Inbound/Organic,4,False
CUST-10523,Starter,169.22,18,Healthcare,Europe,Inbound/Organic,56,False
CUST-10524,Growth,884.34,7,Professional Services,LATAM,Paid Search,84,False
CUST-10525,Starter,91.42,18,Healthcare,North America,Product-Led Trial,9,False
CUST-10526,Growth,945.63,16,Manufacturing,Europe,Partner/Referral,35,False
CUST-10527,Starter,193.5,19,E-commerce,APAC,Inbound/Organic,44,False
CUST-10528,Starter,168.17,2,Manufacturing,North America,Outbound Sales,25,False
CUST-10529,Enterprise,4169.7,5,FinTech,North America,Partner/Referral,31,True
CUST-10530,Starter,100.21,12,SaaS/Tech,LATAM,Outbound Sales,19,False
CUST-10531,Growth,802.34,9,Healthcare,LATAM,Product-Led Trial,4,True
CUST-10532,Enterprise,6489.44,2,FinTech,LATAM,Partner/Referral,3,True
CUST-10533,Enterprise,7268.94,22,FinTech,North America,Inbound/Organic,4,True
CUST-10534,Starter,158.46,2,E-commerce,Europe,Partner/Referral,31,False
CUST-10535,Growth,439.65,19,Professional Services,Europe,Product-Led Trial,161,False
CUST-10536,Starter,102.27,10,Media,North America,Partner/Referral,8,False
CUST-10537,Growth,759.05,7,E-commerce,Europe,Partner/Referral,30,True
CUST-10538,Enterprise,6606.86,4,E-commerce,Europe,Product-Led Trial,130,True
CUST-10539,Starter,147.81,11,FinTech,LATAM,Product-Led Trial,47,False
CUST-10540,Starter,189.75,21,FinTech,MEA,Inbound/Organic,13,True
CUST-10541,Starter,127.54,21,Media,MEA,Inbound/Organic,15,False
CUST-10542,Growth,487.01,20,Professional Services,APAC,Outbound Sales,5,False
CUST-10543,Starter,80.36,16,Manufacturing,Europe,Product-Led Trial,5,False
CUST-10544,Starter,106.15,14,Manufacturing,APAC,Product-Led Trial,3,False
CUST-10545,Starter,189.06,16,Professional Services,Europe,Paid Search,16,False
CUST-10546,Starter,86.47,17,E-commerce,North America,Inbound/Organic,16,False
CUST-10547,Starter,140.92,10,Professional Services,Europe,Inbound/Organic,29,False
CUST-10548,Starter,151.2,15,FinTech,APAC,Product-Led Trial,66,False
CUST-10549,Starter,161.5,5,E-commerce,Europe,Product-Led Trial,21,True
CUST-10550,Starter,76.27,15,FinTech,LATAM,Partner/Referral,6,False
CUST-10551,Growth,384.87,14,Healthcare,North America,Product-Led Trial,17,False
CUST-10552,Starter,118.69,6,E-commerce,North America,Outbound Sales,18,True
CUST-10553,Growth,518.18,1,Healthcare,LATAM,Product-Led Trial,12,True
CUST-10554,Enterprise,2660.01,11,FinTech,APAC,Paid Search,23,True
CUST-10555,Growth,446.47,19,Manufacturing,North America,Outbound Sales,93,False
CUST-10556,Enterprise,5989.92,3,Professional Services,North America,Inbound/Organic,40,True
CUST-10557,Enterprise,4084.01,0,FinTech,North America,Outbound Sales,16,True
CUST-10558,Growth,823.37,8,FinTech,North America,Inbound/Organic,3,False
CUST-10559,Starter,182.07,4,Professional Services,Europe,Inbound/Organic,12,False
CUST-10560,Starter,111.72,9,Manufacturing,APAC,Paid Search,80,True
CUST-10561,Starter,99.34,9,Healthcare,North America,Product-Led Trial,13,False
CUST-10562,Enterprise,1948.22,1,FinTech,North America,Paid Search,3,True
CUST-10563,Starter,136.49,5,SaaS/Tech,APAC,Paid Search,104,False
CUST-10564,Starter,195.07,1,E-commerce,North America,Outbound Sales,137,True
CUST-10565,Growth,355.36,11,Education,APAC,Inbound/Organic,38,False
CUST-10566,Starter,87.91,7,Education,North America,Partner/Referral,2,False
CUST-10567,Starter,80.67,9,Professional Services,North America,Partner/Referral,12,False
CUST-10568,Growth,587.03,14,Manufacturing,Europe,Product-Led Trial,105,False
CUST-10569,Starter,71.39,5,Professional Services,North America,Paid Search,34,True
CUST-10570,Starter,107.79,22,E-commerce,North America,Product-Led Trial,5,False
CUST-10571,Starter,65.67,5,Manufacturing,LATAM,Inbound/Organic,6,True
CUST-10572,Growth,284.37,4,FinTech,Europe,Outbound Sales,114,False
CUST-10573,Starter,197.89,9,Professional Services,MEA,Outbound Sales,6,False
CUST-10574,Starter,163.25,20,Education,Europe,Product-Led Trial,16,False
CUST-10575,Growth,731.63,15,Media,North America,Product-Led Trial,127,False
CUST-10576,Starter,68.38,20,FinTech,Europe,Paid Search,19,False
CUST-10577,Starter,146.81,20,E-commerce,APAC,Paid Search,3,False
CUST-10578,Starter,67.89,7,E-commerce,Europe,Product-Led Trial,52,False
CUST-10579,Growth,721.14,14,Education,Europe,Product-Led Trial,23,False
CUST-10580,Enterprise,1314.98,8,Media,North America,Paid Search,4,True
CUST-10581,Starter,53.18,9,Media,APAC,Partner/Referral,158,False
CUST-10582,Growth,737.6,3,Media,Europe,Paid Search,31,True
CUST-10583,Enterprise,5038.17,6,Media,North America,Product-Led Trial,26,True
CUST-10584,Growth,472.43,11,Manufacturing,North America,Partner/Referral,4,False
CUST-10585,Growth,664.38,22,Media,APAC,Outbound Sales,64,False
CUST-10586,Starter,68.17,6,Professional Services,North America,Partner/Referral,88,False
CUST-10587,Starter,69.19,11,SaaS/Tech,APAC,Partner/Referral,6,False
CUST-10588,Starter,109.3,7,Media,APAC,Outbound Sales,5,True
CUST-10589,Growth,880.07,19,Healthcare,LATAM,Product-Led Trial,10,True
CUST-10590,Growth,503.6,12,Education,North America,Inbound/Organic,15,True
CUST-10591,Starter,173.46,21,Media,Europe,Paid Search,2,True
CUST-10592,Enterprise,4246.7,20,Professional Services,North America,Paid Search,92,True
CUST-10593,Starter,68.98,2,FinTech,North America,Outbound Sales,86,True
CUST-10594,Growth,405.14,6,FinTech,Europe,Outbound Sales,55,False
CUST-10595,Starter,91.68,19,Professional Services,Europe,Outbound Sales,119,False
CUST-10596,Starter,193.52,15,Healthcare,Europe,Outbound Sales,67,False
CUST-10597,Enterprise,7828.31,14,Professional Services,North America,Outbound Sales,10,True
CUST-10598,Growth,855.23,5,E-commerce,Europe,Partner/Referral,67,False
CUST-10599,Enterprise,5081.91,21,Professional Services,North America,Outbound Sales,4,True
CUST-10600,Enterprise,7975.96,11,E-commerce,APAC,Partner/Referral,53,True
CUST-10601,Starter,96.37,12,SaaS/Tech,APAC,Inbound/Organic,18,False
CUST-10602,Growth,943.58,6,Manufacturing,North America,Partner/Referral,31,False
CUST-10603,Starter,58.31,18,SaaS/Tech,Europe,Outbound Sales,8,False
CUST-10604,Enterprise,4162.18,19,Education,LATAM,Inbound/Organic,3,True
CUST-10605,Growth,553.18,19,E-commerce,North America,Inbound/Organic,5,False
CUST-10606,Growth,962.7,8,E-commerce,Europe,Product-Led Trial,9,False
CUST-10607,Starter,142.0,21,E-commerce,North America,Paid Search,14,False
CUST-10608,Growth,476.04,18,FinTech,Europe,Outbound Sales,64,True
CUST-10609,Starter,180.82,2,Professional Services,LATAM,Partner/Referral,158,False
CUST-10610,Growth,454.98,15,Professional Services,Europe,Outbound Sales,5,False
CUST-10611,Growth,458.16,22,E-commerce,North America,Partner/Referral,8,True
CUST-10612,Starter,126.44,4,Manufacturing,Europe,Inbound/Organic,38,False
CUST-10613,Starter,180.08,11,Professional Services,North America,Outbound Sales,14,True
CUST-10614,Starter,145.59,20,FinTech,North America,Outbound Sales,20,False
CUST-10615,Enterprise,6847.61,10,FinTech,North America,Partner/Referral,5,True
CUST-10616,Starter,168.97,21,E-commerce,APAC,Paid Search,40,False
CUST-10617,Enterprise,4787.8,18,Professional Services,Europe,Paid Search,107,True
CUST-10618,Starter,57.94,22,Education,APAC,Outbound Sales,52,True
CUST-10619,Starter,73.51,18,E-commerce,North America,Outbound Sales,6,True
CUST-10620,Starter,125.76,18,Healthcare,North America,Paid Search,25,True
CUST-10621,Starter,135.08,12,Healthcare,LATAM,Partner/Referral,6,False
CUST-10622,Starter,186.63,6,Manufacturing,APAC,Inbound/Organic,15,False
CUST-10623,Enterprise,3076.29,17,FinTech,MEA,Partner/Referral,28,True
CUST-10624,Starter,126.78,8,FinTech,North America,Outbound Sales,82,True
CUST-10625,Enterprise,1637.98,17,Healthcare,North America,Inbound/Organic,67,True
CUST-10626,Starter,98.67,14,SaaS/Tech,Europe,Partner/Referral,16,False
CUST-10627,Starter,194.17,5,Media,MEA,Product-Led Trial,26,False
CUST-10628,Starter,75.85,14,E-commerce,Europe,Product-Led Trial,60,True
CUST-10629,Starter,101.49,10,Healthcare,MEA,Product-Led Trial,23,False
CUST-10630,Enterprise,6111.7,8,SaaS/Tech,Europe,Outbound Sales,93,True
CUST-10631,Starter,135.75,18,FinTech,APAC,Product-Led Trial,9,False
CUST-10632,Enterprise,7230.97,2,Media,Europe,Product-Led Trial,85,True
CUST-10633,Starter,143.92,2,FinTech,MEA,Partner/Referral,214,False
CUST-10634,Growth,546.81,20,SaaS/Tech,Europe,Outbound Sales,19,False
CUST-10635,Starter,138.07,22,Professional Services,North America,Inbound/Organic,238,False
CUST-10636,Starter,82.69,18,Professional Services,North America,Paid Search,12,False
CUST-10637,Starter,160.71,20,E-commerce,Europe,Product-Led Trial,23,False
CUST-10638,Starter,88.2,20,FinTech,Europe,Inbound/Organic,13,False
CUST-10639,Enterprise,2698.05,5,Education,North America,Paid Search,8,True
CUST-10640,Enterprise,2220.86,2,SaaS/Tech,North America,Paid Search,9,True
CUST-10641,Starter,87.04,0,FinTech,North America,Inbound/Organic,111,False
CUST-10642,Growth,911.64,1,Education,APAC,Outbound Sales,4,False
CUST-10643,Starter,73.69,15,FinTech,APAC,Paid Search,61,False
CUST-10644,Growth,669.81,5,Media,APAC,Outbound Sales,4,False
CUST-10645,Starter,170.78,14,FinTech,Europe,Inbound/Organic,27,False
CUST-10646,Starter,88.9,14,Healthcare,Europe,Product-Led Trial,309,False
CUST-10647,Growth,944.46,9,Education,APAC,Inbound/Organic,4,False
CUST-10648,Starter,83.66,8,Manufacturing,North America,Outbound Sales,15,False
CUST-10649,Enterprise,1282.02,6,E-commerce,APAC,Partner/Referral,5,True
CUST-10650,Starter,195.48,6,Education,LATAM,Paid Search,52,False
CUST-10651,Enterprise,3754.89,16,Education,Europe,Product-Led Trial,55,True
CUST-10652,Starter,143.8,22,Manufacturing,North America,Outbound Sales,197,False
CUST-10653,Starter,109.8,18,Manufacturing,North America,Inbound/Organic,8,False
CUST-10654,Growth,916.7,22,Manufacturing,North America,Partner/Referral,4,True
CUST-10655,Growth,287.1,7,E-commerce,North America,Partner/Referral,6,False
CUST-10656,Growth,940.04,6,Healthcare,APAC,Partner/Referral,40,False
CUST-10657,Growth,464.96,16,Manufacturing,Europe,Paid Search,9,False
CUST-10658,Starter,58.55,10,Manufacturing,North America,Outbound Sales,21,False
CUST-10659,Growth,848.75,19,Media,North America,Outbound Sales,35,False
CUST-10660,Enterprise,5184.88,7,Media,Europe,Outbound Sales,22,True
CUST-10661,Starter,156.62,15,Manufacturing,North America,Inbound/Organic,26,False
CUST-10662,Growth,708.2,3,Education,Europe,Inbound/Organic,99,False
CUST-10663,Growth,284.22,19,Manufacturing,Europe,Product-Led Trial,20,False
CUST-10664,Starter,94.64,19,Professional Services,Europe,Paid Search,79,False
CUST-10665,Starter,190.31,8,E-commerce,APAC,Product-Led Trial,121,True
CUST-10666,Starter,130.64,0,E-commerce,North America,Partner/Referral,5,False
CUST-10667,Growth,226.58,5,Manufacturing,MEA,Paid Search,27,True
CUST-10668,Growth,675.7,19,Education,Europe,Outbound Sales,9,False
CUST-10669,Starter,188.62,6,E-commerce,APAC,Inbound/Organic,38,False
CUST-10670,Starter,187.1,15,Healthcare,North America,Inbound/Organic,5,True
CUST-10671,Enterprise,6907.16,21,E-commerce,North America,Outbound Sales,15,True
CUST-10672,Starter,157.6,0,Professional Services,Europe,Partner/Referral,2,False
CUST-10673,Growth,774.26,8,Professional Services,North America,Paid Search,29,True
CUST-10674,Starter,54.84,12,Media,APAC,Product-Led Trial,63,False
CUST-10675,Enterprise,6412.28,21,Healthcare,North America,Paid Search,83,True
CUST-10676,Growth,990.08,17,E-commerce,Europe,Paid Search,31,False
CUST-10677,Starter,154.96,13,SaaS/Tech,North America,Partner/Referral,25,False
CUST-10678,Starter,51.74,19,Media,North America,Inbound/Organic,5,False
CUST-10679,Starter,82.59,21,Healthcare,LATAM,Product-Led Trial,29,False
CUST-10680,Growth,871.16,15,E-commerce,North America,Inbound/Organic,84,False
CUST-10681,Enterprise,6025.53,22,Healthcare,North America,Paid Search,6,True
CUST-10682,Enterprise,2330.9,19,Education,Europe,Product-Led Trial,22,True
CUST-10683,Growth,311.06,21,Media,North America,Partner/Referral,5,False
CUST-10684,Enterprise,7364.41,22,Professional Services,North America,Partner/Referral,9,True
CUST-10685,Starter,130.68,6,Media,APAC,Paid Search,4,False
CUST-10686,Starter,173.47,21,Media,Europe,Inbound/Organic,29,True
CUST-10687,Starter,111.03,22,Professional Services,North America,Partner/Referral,6,False
CUST-10688,Growth,758.98,22,Media,North America,Product-Led Trial,38,True
CUST-10689,Enterprise,3671.32,13,Education,North America,Outbound Sales,13,True
CUST-10690,Starter,70.9,8,SaaS/Tech,LATAM,Outbound Sales,44,False
CUST-10691,Enterprise,4933.05,19,Media,LATAM,Paid Search,65,True
CUST-10692,Starter,138.47,3,Education,North America,Inbound/Organic,40,False
CUST-10693,Growth,945.43,15,SaaS/Tech,Europe,Outbound Sales,22,False
CUST-10694,Starter,119.7,1,Professional Services,North America,Product-Led Trial,102,True
CUST-10695,Growth,452.56,9,SaaS/Tech,Europe,Outbound Sales,7,True
CUST-10696,Starter,130.82,13,Media,Europe,Product-Led Trial,17,False
CUST-10697,Enterprise,3399.87,16,Education,Europe,Paid Search,80,True
CUST-10698,Growth,636.8,22,Education,Europe,Product-Led Trial,36,False
CUST-10699,Growth,360.81,13,SaaS/Tech,North America,Partner/Referral,47,False
CUST-10700,Growth,677.35,10,FinTech,North America,Outbound Sales,4,False
CUST-10701,Enterprise,3966.39,13,FinTech,Europe,Product-Led Trial,19,True
CUST-10702,Starter,186.58,18,SaaS/Tech,North America,Partner/Referral,13,False
CUST-10703,Enterprise,3542.79,19,FinTech,LATAM,Partner/Referral,79,True
CUST-10704,Enterprise,6915.28,0,SaaS/Tech,North America,Paid Search,7,True
CUST-10705,Growth,583.76,6,SaaS/Tech,North America,Paid Search,344,False
CUST-10706,Starter,161.29,12,FinTech,North America,Partner/Referral,2,False
CUST-10707,Enterprise,3097.68,11,SaaS/Tech,APAC,Paid Search,53,True
CUST-10708,Growth,608.27,15,FinTech,North America,Paid Search,70,False
CUST-10709,Starter,158.22,2,Professional Services,APAC,Paid Search,40,False
CUST-10710,Starter,95.41,11,Education,Europe,Product-Led Trial,74,False
CUST-10711,Starter,120.02,15,Healthcare,North America,Outbound Sales,13,False
CUST-10712,Starter,102.41,4,Healthcare,North America,Outbound Sales,43,False
CUST-10713,Growth,356.99,16,E-commerce,North America,Product-Led Trial,9,False
