customer_id,plan_tier,region,industry,current_mrr,tenure_months,avg_logins,avg_support_tickets,avg_nps,churned,expanded,health_score_pred,risk_score_0_100,prob_healthy
CUST-10422,Growth,Europe,Professional Services,736.17,6,19.0,3.5,56.66666666666666,1,0,0,75.5,0.0134898545
CUST-10423,Growth,APAC,Healthcare,507.1,6,28.33333333333333,0.8333333333333334,70.16666666666667,0,0,0,65.2,0.040166955
CUST-10424,Enterprise,Europe,Manufacturing,1682.6,6,35.333333333333336,0.8333333333333334,71.33333333333333,0,0,1,5.0,0.053306174
CUST-10425,Starter,MEA,Education,121.34,1,16.0,1.0,32.0,1,0,0,99.4,0.0004041711
CUST-10426,Starter,North America,Professional Services,180.9,5,17.8,5.2,30.4,0,0,0,59.0,0.0050533484
CUST-10427,Starter,APAC,E-commerce,134.16,22,13.090909090909092,2.4545454545454546,39.40909090909091,0,0,1,6.0,0.105609834
CUST-10428,Starter,North America,SaaS/Tech,73.42,8,30.125,2.25,67.0,1,0,0,65.0,0.058755904
CUST-10429,Starter,North America,Education,158.9,1,14.0,2.0,68.0,1,0,0,98.7,0.00042664487
CUST-10430,Starter,North America,Education,99.02,3,18.0,1.0,36.0,0,0,1,34.8,0.0044284896
CUST-10431,Growth,North America,Education,680.28,5,21.4,0.2,45.8,0,0,1,17.6,0.011084507
CUST-10432,Starter,North America,SaaS/Tech,116.52,11,29.09090909090909,1.9090909090909087,59.72727272727273,1,0,0,56.3,0.066739954
CUST-10433,Growth,North America,FinTech,405.15,8,26.75,1.75,68.75,1,0,1,43.0,0.082183234
CUST-10434,Growth,MEA,Manufacturing,554.36,15,25.266666666666666,1.0666666666666669,62.2,0,1,2,8.4,0.62762254
CUST-10435,Starter,Europe,FinTech,113.56,5,36.6,1.0,89.6,0,0,1,30.3,0.031268485
CUST-10436,Starter,North America,Manufacturing,76.92,19,15.736842105263158,2.6842105263157894,40.47368421052632,1,1,0,74.1,0.052582305
CUST-10437,Growth,North America,Education,432.72,23,16.869565217391305,4.173913043478261,51.0,0,1,2,0.6,0.80112165
CUST-10438,Starter,LATAM,Healthcare,190.71,3,23.666666666666668,1.6666666666666667,60.333333333333336,0,0,1,29.2,0.016050583
CUST-10439,Starter,LATAM,FinTech,143.12,12,21.416666666666668,0.8333333333333334,68.75,0,0,1,22.2,0.12164777
CUST-10440,Enterprise,North America,Manufacturing,6204.76,12,23.83333333333333,1.0,53.833333333333336,0,1,2,4.8,0.68872154
CUST-10441,Starter,APAC,Professional Services,182.51,4,38.5,0.25,74.25,0,0,1,21.2,0.024608642
CUST-10442,Growth,Europe,Healthcare,233.52,8,34.0,1.875,71.0,0,0,1,24.2,0.06670459
CUST-10443,Enterprise,North America,Professional Services,1350.13,5,17.8,0.4,47.6,0,0,1,15.3,0.026686147
CUST-10444,Starter,North America,E-commerce,89.62,9,31.666666666666668,1.8888888888888888,65.44444444444444,0,0,1,21.3,0.02441134
CUST-10445,Growth,LATAM,E-commerce,497.39,1,36.0,1.0,73.0,1,0,0,98.9,0.0041061584
CUST-10446,Starter,Europe,E-commerce,167.02,17,34.35294117647059,0.5882352941176471,75.41176470588235,1,0,0,56.5,0.20082277
CUST-10447,Enterprise,LATAM,SaaS/Tech,6523.63,18,15.27777777777778,2.7777777777777777,43.27777777777778,0,1,2,2.3,0.83530605
CUST-10448,Enterprise,Europe,E-commerce,5665.24,4,15.0,2.75,61.5,0,0,1,15.7,0.01915407
CUST-10449,Growth,APAC,Education,517.14,7,28.285714285714285,0.4285714285714285,65.0,1,0,0,51.0,0.023023687
CUST-10450,Starter,Europe,FinTech,115.59,12,34.333333333333336,0.6666666666666666,78.16666666666667,0,0,1,20.8,0.10257397
CUST-10451,Starter,Europe,E-commerce,155.94,7,27.714285714285715,1.2857142857142858,66.42857142857143,1,0,0,49.5,0.07093916
CUST-10452,Starter,LATAM,E-commerce,76.85,4,23.25,2.75,45.0,0,0,1,27.8,0.0074788267
CUST-10453,Starter,North America,Professional Services,173.66,14,25.785714285714285,0.9285714285714286,57.642857142857146,1,0,1,18.8,0.117006995
CUST-10454,Enterprise,LATAM,Manufacturing,6525.05,2,25.0,0.0,64.5,0,0,0,49.9,0.009646369
CUST-10455,Growth,North America,SaaS/Tech,1711.9,24,31.33333333333333,0.8333333333333334,74.58333333333333,0,1,2,1.5,0.8102045
CUST-10456,Enterprise,APAC,Manufacturing,3442.23,5,19.2,3.4,45.8,1,0,0,83.1,0.016015721
CUST-10457,Starter,Europe,Education,50.99,16,29.375,2.625,72.5,0,0,1,4.2,0.057317458
CUST-10458,Starter,APAC,SaaS/Tech,122.41,12,26.25,0.4166666666666667,63.0,1,0,1,33.4,0.13754879
CUST-10459,Starter,North America,Manufacturing,69.34,7,27.142857142857142,3.142857142857143,53.0,1,1,0,77.3,0.0050771306
CUST-10460,Starter,North America,FinTech,144.2,6,39.333333333333336,0.8333333333333334,82.16666666666667,0,0,1,3.0,0.07515596
CUST-10461,Starter,MEA,Manufacturing,84.13,10,24.8,1.0,59.6,0,0,1,17.6,0.23577881
CUST-10462,Starter,APAC,Healthcare,113.34,6,26.83333333333333,1.8333333333333333,61.66666666666666,0,0,1,35.7,0.10170052
CUST-10463,Enterprise,North America,Professional Services,5419.93,9,27.77777777777778,0.7777777777777778,81.0,0,0,1,7.7,0.054245666
CUST-10464,Growth,MEA,Media,1169.15,18,32.77777777777778,1.0,82.16666666666667,0,1,2,13.2,0.6963945
CUST-10465,Starter,North America,SaaS/Tech,125.17,4,22.0,0.5,38.75,0,0,1,37.7,0.004448189
CUST-10466,Growth,APAC,Healthcare,651.16,4,25.75,1.0,75.25,0,1,0,76.0,0.019117774
CUST-10467,Growth,North America,Media,625.57,3,19.666666666666668,2.333333333333333,55.333333333333336,0,1,0,58.3,0.002534952
CUST-10468,Growth,APAC,Healthcare,560.58,6,26.166666666666668,2.833333333333333,48.66666666666666,0,0,0,67.5,0.013128988
CUST-10469,Growth,North America,E-commerce,212.39,9,21.77777777777778,1.8888888888888888,58.22222222222222,0,0,1,18.9,0.071148835
CUST-10470,Growth,MEA,SaaS/Tech,877.49,5,16.2,0.6,66.4,0,0,1,34.2,0.019728392
CUST-10471,Enterprise,North America,Healthcare,9335.17,22,30.545454545454547,0.4545454545454545,73.04545454545455,0,1,2,3.1,0.85487926
CUST-10472,Growth,Europe,Healthcare,499.21,5,10.8,2.0,29.2,0,0,0,76.5,0.010360302
CUST-10473,Enterprise,North America,Education,6106.19,23,23.0,2.5217391304347827,55.21739130434783,0,1,2,0.3,0.84994596
CUST-10474,Growth,APAC,Media,658.31,20,19.5,0.8,50.15,0,0,1,6.3,0.19043642
CUST-10475,Growth,North America,Education,899.14,19,38.8421052631579,0.7894736842105263,86.84210526315789,0,1,2,2.0,0.8244391
CUST-10476,Growth,APAC,Manufacturing,791.62,4,28.0,1.0,63.25,0,0,0,55.6,0.03482486
CUST-10477,Starter,North America,Education,96.07,4,24.25,1.75,57.25,1,0,0,58.5,0.008451397
CUST-10478,Growth,North America,E-commerce,645.78,23,24.17391304347826,0.7391304347826086,69.34782608695652,0,0,1,6.4,0.37089843
CUST-10479,Growth,APAC,Manufacturing,626.07,1,22.0,0.0,79.0,1,0,0,97.9,0.002890183
CUST-10480,Starter,Europe,Education,77.64,9,20.0,0.5555555555555556,49.55555555555556,1,0,0,60.0,0.033648808
CUST-10481,Growth,APAC,E-commerce,349.99,5,21.6,2.0,66.8,0,0,1,16.5,0.03163443
CUST-10482,Starter,Europe,Manufacturing,85.64,3,30.33333333333333,0.3333333333333333,92.0,0,0,1,16.0,0.013323336
CUST-10483,Growth,Europe,Healthcare,542.76,11,26.454545454545453,2.8181818181818183,62.18181818181818,0,0,1,36.8,0.043746285
CUST-10484,Growth,APAC,Healthcare,275.37,6,30.666666666666668,1.0,68.33333333333333,1,0,0,54.7,0.036322426
CUST-10485,Enterprise,Europe,Media,3111.63,10,28.0,1.7,62.2,0,1,2,4.3,0.5885133
CUST-10486,Enterprise,Europe,Healthcare,7241.98,4,29.75,2.0,52.0,0,0,1,12.0,0.027467476
CUST-10487,Starter,APAC,SaaS/Tech,163.65,7,17.714285714285715,1.0,54.71428571428572,0,0,1,11.6,0.026640339
CUST-10488,Enterprise,Europe,Healthcare,5491.01,15,26.466666666666665,2.6,66.8,0,1,2,7.8,0.7575159
CUST-10489,Growth,Europe,Media,310.61,5,9.0,0.4,35.8,1,0,0,81.7,0.004555894
CUST-10490,Starter,Europe,Healthcare,128.15,1,13.0,0.0,75.0,1,0,0,99.4,0.0009814937
CUST-10491,Growth,Europe,Education,242.63,14,22.714285714285715,0.7142857142857143,62.07142857142857,0,0,2,18.4,0.61175954
CUST-10492,Enterprise,Europe,SaaS/Tech,5421.5,2,15.0,3.0,44.5,0,0,1,14.6,0.008573345
CUST-10493,Starter,North America,SaaS/Tech,144.39,3,19.0,0.6666666666666666,65.33333333333333,1,0,0,62.8,0.010596276
CUST-10494,Growth,North America,Manufacturing,590.26,11,25.90909090909091,0.5454545454545454,69.54545454545455,0,1,1,42.6,0.06273933
CUST-10495,Enterprise,Europe,Healthcare,6619.68,19,8.894736842105264,3.8947368421052633,29.68421052631579,0,0,1,3.3,0.117969245
CUST-10496,Starter,North America,SaaS/Tech,72.05,20,23.35,0.5,53.75,0,0,2,5.7,0.72246355
CUST-10497,Growth,North America,E-commerce,1251.14,17,30.88235294117647,0.4117647058823529,71.47058823529412,0,1,2,13.9,0.69684947
CUST-10498,Enterprise,LATAM,Media,7119.07,18,14.38888888888889,1.3333333333333333,44.333333333333336,0,1,2,0.7,0.75411314
CUST-10499,Enterprise,LATAM,Education,7980.67,5,29.8,0.4,70.6,0,0,1,11.2,0.07932641
CUST-10500,Growth,North America,FinTech,783.07,11,39.54545454545455,0.4545454545454545,85.18181818181819,0,0,1,2.8,0.19580738
CUST-10501,Starter,North America,E-commerce,61.41,2,23.0,0.5,54.5,1,0,0,71.0,0.0060758786
CUST-10502,Starter,North America,Manufacturing,128.48,7,24.571428571428573,2.142857142857143,55.42857142857143,1,0,0,75.9,0.018318312
CUST-10503,Starter,North America,Professional Services,83.88,2,23.5,0.0,59.5,1,0,0,85.4,0.003034496
CUST-10504,Starter,North America,FinTech,80.58,3,23.0,0.3333333333333333,60.66666666666666,0,0,1,13.5,0.007861244
CUST-10505,Starter,North America,Media,120.77,6,12.5,1.1666666666666667,35.0,1,0,1,41.2,0.023489501
CUST-10506,Starter,MEA,Professional Services,180.31,24,15.041666666666666,2.0416666666666665,38.75,0,0,1,1.3,0.023413224
CUST-10507,Growth,LATAM,SaaS/Tech,910.42,17,28.529411764705884,0.6470588235294118,76.58823529411765,0,1,2,7.5,0.68962735
CUST-10508,Enterprise,Europe,E-commerce,3600.27,4,24.5,1.0,54.75,0,0,1,6.6,0.030988874
CUST-10509,Enterprise,Europe,Media,4842.06,22,23.5,2.3181818181818183,48.40909090909091,0,1,2,0.4,0.8443591
CUST-10510,Starter,LATAM,Education,126.08,1,26.0,0.0,50.0,1,0,0,99.5,0.00045151732
CUST-10511,Growth,Europe,FinTech,816.73,21,17.0,1.1428571428571428,46.80952380952381,0,1,2,4.4,0.6309125
CUST-10512,Starter,APAC,Manufacturing,68.75,4,19.0,0.0,54.5,1,0,0,53.6,0.0055853687
CUST-10513,Enterprise,North America,Manufacturing,10371.77,17,35.411764705882355,1.3529411764705883,83.11764705882354,0,1,2,1.1,0.9593572
CUST-10514,Enterprise,APAC,SaaS/Tech,8771.13,13,21.07692307692308,0.0769230769230769,53.76923076923077,0,1,2,2.0,0.80256575
CUST-10515,Growth,Europe,E-commerce,376.18,1,30.0,0.0,73.0,1,0,0,95.3,0.022158762
CUST-10516,Enterprise,APAC,FinTech,6548.16,5,19.0,4.6,48.6,0,0,1,8.0,0.02301776
CUST-10517,Starter,North America,Healthcare,121.92,2,11.0,2.0,38.5,1,0,0,77.6,0.0017977994
CUST-10518,Enterprise,APAC,FinTech,4276.48,8,38.0,0.875,87.25,0,0,1,5.6,0.18559588
CUST-10519,Growth,APAC,Education,1120.97,7,47.85714285714285,0.7142857142857143,81.14285714285714,0,1,2,16.9,0.6875739
CUST-10520,Starter,Europe,SaaS/Tech,79.67,2,18.5,0.0,47.0,0,0,1,40.7,0.0044976966
CUST-10521,Starter,Europe,SaaS/Tech,128.79,9,9.22222222222222,1.5555555555555556,38.55555555555556,1,0,1,35.1,0.04244005
CUST-10522,Growth,APAC,FinTech,296.96,10,20.4,1.1,47.4,0,0,1,37.8,0.058979563
CUST-10523,Starter,Europe,Healthcare,169.22,6,20.166666666666668,0.8333333333333334,49.16666666666666,0,0,0,56.6,0.01452023
CUST-10524,Growth,LATAM,Professional Services,884.34,5,27.8,1.2,56.4,1,0,1,26.3,0.020001497
CUST-10525,Starter,North America,Healthcare,91.42,6,27.0,1.0,68.16666666666667,0,0,0,58.0,0.029458426
CUST-10526,Growth,Europe,Manufacturing,945.63,8,34.0,0.25,74.375,0,0,1,37.1,0.09267867
CUST-10527,Starter,APAC,E-commerce,193.5,5,20.4,0.8,65.4,0,0,0,48.9,0.030596076
CUST-10528,Starter,North America,Manufacturing,168.17,22,29.954545454545453,1.0,65.22727272727273,0,0,2,22.9,0.4539914
CUST-10529,Enterprise,North America,FinTech,5446.75,19,24.57894736842105,0.4210526315789473,55.0,0,1,2,1.5,0.79068476
CUST-10530,Starter,LATAM,SaaS/Tech,100.21,12,36.583333333333336,2.333333333333333,79.25,0,0,1,15.9,0.054927677
CUST-10531,Growth,LATAM,Healthcare,910.97,15,38.13333333333333,0.5333333333333333,82.73333333333333,0,1,2,1.0,0.87548214
CUST-10532,Enterprise,LATAM,FinTech,8093.53,22,28.318181818181817,0.1818181818181818,76.5,0,1,2,0.6,0.912233
CUST-10533,Enterprise,North America,FinTech,7268.94,2,20.0,1.0,72.0,0,0,1,14.1,0.0071571986
CUST-10534,Starter,Europe,E-commerce,124.38,22,29.818181818181817,0.6363636363636364,78.5,0,0,2,22.9,0.6498348
CUST-10535,Growth,Europe,Professional Services,439.65,5,27.0,2.0,82.8,0,0,1,10.6,0.058725737
CUST-10536,Starter,North America,Media,102.27,3,18.0,0.6666666666666666,48.333333333333336,1,0,0,82.6,0.0023698327
CUST-10537,Growth,Europe,E-commerce,759.05,5,13.0,2.2,36.4,1,0,0,80.7,0.018372513
CUST-10538,Enterprise,Europe,E-commerce,8030.18,20,16.65,1.95,48.75,0,1,2,1.7,0.86047155
CUST-10539,Starter,LATAM,FinTech,147.81,13,22.307692307692307,3.1538461538461537,60.38461538461539,0,0,1,15.6,0.02967096
CUST-10540,Starter,MEA,FinTech,189.75,3,44.333333333333336,0.6666666666666666,94.66666666666669,0,0,1,22.7,0.1181513
CUST-10541,Starter,MEA,Media,127.54,2,30.0,3.0,74.0,1,0,0,79.9,0.0019278948
CUST-10542,Growth,APAC,Professional Services,487.01,4,42.0,0.25,75.0,0,0,1,17.6,0.015467747
CUST-10543,Starter,Europe,Manufacturing,80.36,5,22.2,0.6,64.6,1,0,0,52.5,0.034073308
CUST-10544,Starter,APAC,Manufacturing,106.15,4,20.25,1.0,67.75,1,0,0,68.4,0.012274546
CUST-10545,Starter,Europe,Professional Services,189.06,1,40.0,1.0,74.0,1,0,0,99.1,0.0013850096
CUST-10546,Starter,North America,E-commerce,86.47,7,29.571428571428573,2.0,75.42857142857143,0,0,1,30.7,0.020459114
CUST-10547,Starter,Europe,Professional Services,140.92,4,24.75,0.75,60.75,1,0,0,66.8,0.037737966
CUST-10548,Starter,APAC,FinTech,151.2,3,23.33333333333333,2.0,70.33333333333333,1,0,1,49.4,0.011445153
CUST-10549,Starter,Europe,E-commerce,133.77,19,34.578947368421055,0.8421052631578947,73.52631578947368,0,0,2,2.0,0.51867086
CUST-10550,Starter,LATAM,FinTech,76.27,1,4.0,0.0,59.0,1,0,0,98.8,0.0010419041
CUST-10551,Growth,North America,Healthcare,495.7,10,24.6,0.4,63.4,0,1,1,32.2,0.30300102
CUST-10552,Starter,North America,E-commerce,118.69,5,21.8,0.0,45.6,1,0,0,59.2,0.06390629
CUST-10553,Growth,LATAM,Healthcare,518.18,1,32.0,1.0,66.0,1,0,0,96.4,0.0053483616
CUST-10554,Enterprise,APAC,FinTech,2568.1,13,33.76923076923077,0.7692307692307693,80.46153846153847,0,0,1,3.8,0.29919174
CUST-10555,Growth,North America,Manufacturing,509.63,5,21.6,2.0,70.2,0,1,1,23.0,0.25207353
CUST-10556,Enterprise,North America,Professional Services,5688.03,21,27.142857142857142,1.2857142857142858,64.28571428571429,0,0,1,4.4,0.38859072
CUST-10557,Enterprise,North America,FinTech,4841.21,24,29.25,1.375,71.5,0,1,2,5.8,0.5686138
CUST-10558,Growth,North America,FinTech,917.57,16,30.6875,1.0625,61.0,0,0,1,4.1,0.11076795
CUST-10559,Starter,Europe,Professional Services,182.07,1,6.0,2.0,26.0,1,0,0,99.0,0.00088287
CUST-10560,Starter,APAC,Manufacturing,134.47,15,21.0,1.5333333333333334,63.2,0,0,1,6.2,0.1924301
CUST-10561,Starter,North America,Healthcare,99.34,15,26.6,1.4666666666666666,54.266666666666666,0,0,1,12.6,0.2287639
CUST-10562,Enterprise,North America,FinTech,1948.22,23,11.869565217391305,2.739130434782609,40.78260869565217,0,0,1,2.3,0.41417214
CUST-10563,Starter,APAC,SaaS/Tech,96.0,9,25.0,2.0,67.0,1,0,0,63.2,0.022897167
CUST-10564,Starter,North America,E-commerce,195.36,21,24.61904761904762,1.619047619047619,61.523809523809526,1,0,0,38.1,0.25710094
CUST-10565,Growth,APAC,Education,408.32,12,28.166666666666668,1.3333333333333333,68.58333333333333,1,1,1,37.6,0.16169597
CUST-10566,Starter,North America,Education,87.91,2,34.5,0.5,79.0,1,0,0,54.6,0.013292298
CUST-10567,Starter,North America,Professional Services,80.67,3,19.33333333333333,0.6666666666666666,39.66666666666666,1,0,0,82.1,0.0021431781
CUST-10568,Growth,Europe,Manufacturing,587.03,1,24.0,0.0,5.0,1,0,0,98.8,0.0006772404
CUST-10569,Starter,North America,Professional Services,87.05,19,27.526315789473685,1.894736842105263,58.94736842105263,0,0,1,2.0,0.34522176
CUST-10570,Starter,North America,E-commerce,107.79,2,6.0,2.0,38.5,0,0,1,45.7,0.003569522
CUST-10571,Starter,LATAM,Manufacturing,65.67,12,23.25,1.0833333333333333,63.833333333333336,1,0,0,72.0,0.0728002
CUST-10572,Growth,Europe,FinTech,284.37,20,21.2,2.7,53.2,0,0,1,2.8,0.064040996
CUST-10573,Starter,MEA,Professional Services,105.45,15,23.4,2.0,59.333333333333336,0,0,1,11.6,0.13730758
CUST-10574,Starter,Europe,Education,163.25,4,23.25,1.25,76.75,0,0,1,27.6,0.025395736
CUST-10575,Growth,North America,Media,901.44,9,15.333333333333334,1.8888888888888888,38.888888888888886,0,1,2,19.5,0.4310111
CUST-10576,Starter,Europe,FinTech,68.38,4,16.25,2.5,49.5,0,0,1,49.4,0.007097662
CUST-10577,Starter,APAC,E-commerce,146.81,4,29.5,2.0,65.25,0,0,1,21.1,0.009848832
CUST-10578,Starter,Europe,E-commerce,67.89,17,31.176470588235293,0.9411764705882352,72.6470588235294,0,0,1,12.9,0.22758119
CUST-10579,Growth,Europe,Education,721.14,10,12.7,1.9,39.4,0,0,1,18.8,0.116602294
CUST-10580,Enterprise,North America,Media,942.14,16,17.8125,2.9375,42.8125,0,0,1,0.6,0.124586254
CUST-10581,Starter,APAC,Media,53.18,8,18.5,2.25,59.25,1,0,0,77.0,0.023564357
CUST-10582,Growth,Europe,Media,737.6,14,20.571428571428573,6.214285714285714,50.42857142857143,1,0,0,67.2,0.10466717
CUST-10583,Enterprise,North America,Media,5138.75,18,33.44444444444444,1.8333333333333333,78.77777777777777,0,1,2,2.2,0.58517957
CUST-10584,Growth,North America,Manufacturing,333.46,13,30.23076923076923,2.076923076923077,72.92307692307692,0,0,1,16.7,0.035178017
CUST-10585,Growth,APAC,Media,664.38,1,17.0,1.0,47.0,1,0,0,99.5,0.00026493927
CUST-10586,Starter,North America,Professional Services,57.4,18,26.77777777777778,0.3333333333333333,62.66666666666666,0,0,1,3.7,0.14383696
CUST-10587,Starter,APAC,SaaS/Tech,69.19,13,29.53846153846154,1.5384615384615383,67.0,0,0,1,17.4,0.22791868
CUST-10588,Starter,APAC,Media,104.79,17,31.58823529411765,0.8235294117647058,65.11764705882354,0,0,2,4.0,0.6632573
CUST-10589,Growth,LATAM,Healthcare,880.07,5,13.0,1.6,29.4,0,0,1,24.6,0.017138574
CUST-10590,Growth,North America,Education,409.53,12,26.33333333333333,3.083333333333333,70.0,0,0,1,6.8,0.056614246
CUST-10591,Starter,Europe,Media,173.46,3,34.0,1.0,59.333333333333336,0,0,1,8.1,0.038936604
CUST-10592,Enterprise,North America,Professional Services,4246.7,4,27.0,2.25,71.0,0,0,1,9.4,0.07042998
CUST-10593,Starter,North America,FinTech,82.24,22,28.40909090909091,0.2727272727272727,66.13636363636364,0,1,2,5.7,0.60631883
CUST-10594,Growth,Europe,FinTech,405.14,18,15.555555555555555,0.8333333333333334,34.55555555555556,0,0,1,7.8,0.07113941
CUST-10595,Starter,Europe,Professional Services,91.68,5,34.8,0.8,85.6,0,0,1,9.1,0.031707466
CUST-10596,Starter,Europe,Healthcare,193.52,9,28.88888888888889,0.6666666666666666,68.22222222222223,0,0,1,27.4,0.025736224
CUST-10597,Enterprise,North America,Professional Services,9958.33,10,18.6,0.1,50.5,0,1,1,13.4,0.08374739
CUST-10598,Growth,Europe,E-commerce,1059.16,19,28.63157894736842,1.2105263157894737,67.57894736842105,0,1,2,6.7,0.7075857
CUST-10599,Enterprise,North America,Professional Services,5081.91,3,34.333333333333336,3.0,74.66666666666667,0,0,1,5.5,0.018343134
CUST-10600,Enterprise,APAC,E-commerce,10939.91,13,31.692307692307693,0.7692307692307693,68.3076923076923,0,1,2,7.9,0.6939516
CUST-10601,Starter,APAC,SaaS/Tech,96.37,4,9.75,2.5,30.75,1,0,0,88.5,0.0040127737
CUST-10602,Growth,North America,Manufacturing,1886.34,18,17.22222222222222,2.5,46.22222222222222,0,1,2,4.1,0.8152876
CUST-10603,Starter,Europe,SaaS/Tech,58.31,3,24.666666666666668,3.0,60.333333333333336,1,0,0,61.2,0.0077282703
CUST-10604,Enterprise,LATAM,Education,4768.33,5,19.8,2.6,52.0,0,1,2,13.2,0.61805236
CUST-10605,Growth,North America,E-commerce,553.18,5,18.8,0.4,56.2,1,0,1,36.1,0.008393299
CUST-10606,Growth,Europe,E-commerce,690.37,16,14.625,1.9375,23.9375,0,0,1,8.6,0.062536575
CUST-10607,Starter,North America,E-commerce,142.0,3,26.666666666666668,1.6666666666666667,43.0,0,0,1,29.4,0.0050343503
CUST-10608,Growth,Europe,FinTech,476.04,6,31.5,0.1666666666666666,79.0,0,0,1,4.5,0.066324666
CUST-10609,Starter,LATAM,Professional Services,154.4,22,29.045454545454547,0.4545454545454545,70.72727272727273,0,0,1,4.3,0.16908932
CUST-10610,Growth,Europe,Professional Services,454.98,9,30.444444444444443,1.3333333333333333,65.44444444444444,0,0,1,19.7,0.042557705
CUST-10611,Growth,North America,E-commerce,458.16,2,33.0,0.0,57.0,0,0,1,13.1,0.011486901
CUST-10612,Starter,Europe,Manufacturing,126.44,20,40.45,2.5,86.7,0,0,1,9.0,0.07258273
CUST-10613,Starter,North America,Professional Services,180.08,13,11.153846153846152,0.1538461538461538,30.07692307692308,0,0,1,10.6,0.058755036
CUST-10614,Starter,North America,FinTech,159.31,4,34.25,0.75,73.0,0,1,2,29.3,0.5338627
CUST-10615,Enterprise,North America,FinTech,6847.61,14,19.428571428571427,0.3571428571428571,53.92857142857143,0,0,1,3.7,0.14759327
CUST-10616,Starter,APAC,E-commerce,168.97,3,21.33333333333333,3.333333333333333,45.333333333333336,0,0,1,25.0,0.0052877166
CUST-10617,Enterprise,Europe,Professional Services,4787.8,6,21.33333333333333,3.0,37.66666666666666,0,0,1,48.5,0.010661834
CUST-10618,Starter,APAC,Education,57.94,2,23.0,0.0,59.0,0,0,1,11.4,0.01630138
CUST-10619,Starter,North America,E-commerce,85.77,6,17.833333333333332,3.8333333333333335,45.5,0,1,2,7.7,0.5586713
CUST-10620,Starter,North America,Healthcare,125.76,6,25.5,0.1666666666666666,64.0,0,0,1,26.1,0.1548523
CUST-10621,Starter,LATAM,Healthcare,135.08,1,35.0,0.0,69.0,1,0,0,97.8,0.001954667
CUST-10622,Starter,APAC,Manufacturing,186.63,4,16.0,1.0,64.5,1,0,0,73.9,0.0024542091
CUST-10623,Enterprise,MEA,FinTech,3076.29,7,14.0,0.8571428571428571,41.71428571428572,0,0,1,15.4,0.028918989
CUST-10624,Starter,North America,FinTech,105.76,16,20.125,0.5625,52.125,0,0,2,2.0,0.82263416
CUST-10625,Enterprise,North America,Healthcare,1637.98,7,23.857142857142858,0.5714285714285714,64.0,0,0,1,29.3,0.12028743
CUST-10626,Starter,Europe,SaaS/Tech,98.67,10,36.4,0.6,81.5,0,0,1,18.7,0.16798966
CUST-10627,Starter,MEA,Media,194.17,7,41.142857142857146,1.5714285714285714,90.42857142857144,1,0,0,70.2,0.050011504
CUST-10628,Starter,Europe,E-commerce,75.85,10,11.7,0.9,29.3,0,0,1,20.4,0.036594387
CUST-10629,Starter,MEA,Healthcare,101.49,14,18.642857142857142,0.5714285714285714,48.5,0,0,1,19.0,0.06094068
CUST-10630,Enterprise,Europe,SaaS/Tech,6111.7,11,20.272727272727277,1.5454545454545454,56.09090909090909,1,0,1,5.2,0.38766596
CUST-10631,Starter,APAC,FinTech,135.75,6,17.166666666666668,3.8333333333333335,53.833333333333336,0,0,1,45.4,0.019241666
CUST-10632,Enterprise,Europe,Media,12143.77,22,27.0,1.3636363636363635,64.22727272727273,0,1,2,5.1,0.75795037
CUST-10633,Starter,MEA,FinTech,129.53,13,17.153846153846153,0.6923076923076923,51.15384615384615,1,0,0,72.8,0.04850747
CUST-10634,Growth,Europe,SaaS/Tech,546.81,4,30.25,1.0,66.0,0,0,1,33.6,0.0621157
CUST-10635,Starter,North America,Professional Services,138.07,2,12.0,4.0,29.5,0,0,1,27.6,0.0019040459
CUST-10636,Starter,North America,Professional Services,82.69,6,32.166666666666664,0.6666666666666666,68.16666666666667,0,0,1,41.4,0.052616645
CUST-10637,Starter,Europe,E-commerce,160.71,4,19.25,0.75,49.0,0,0,0,53.8,0.019265575
CUST-10638,Starter,Europe,FinTech,88.2,4,24.5,1.5,67.5,0,0,1,38.7,0.010644384
CUST-10639,Enterprise,North America,Education,3473.78,19,18.63157894736842,1.105263157894737,45.68421052631579,0,1,2,0.5,0.77028936
CUST-10640,Enterprise,North America,SaaS/Tech,2220.86,6,29.5,0.3333333333333333,71.83333333333333,1,0,0,65.9,0.026620213
CUST-10641,Starter,North America,FinTech,72.1,15,37.06666666666667,0.8666666666666667,75.13333333333334,1,0,0,51.6,0.19219096
CUST-10642,Growth,APAC,Education,911.64,3,24.33333333333333,3.6666666666666665,54.333333333333336,1,0,0,82.7,0.003523188
CUST-10643,Starter,APAC,FinTech,73.69,9,39.0,0.4444444444444444,84.88888888888889,0,0,1,3.9,0.053483915
CUST-10644,Growth,APAC,Media,342.81,19,22.105263157894736,1.0526315789473684,52.68421052631579,0,0,1,2.8,0.17230524
CUST-10645,Starter,Europe,FinTech,170.78,10,22.7,1.7,50.6,0,0,1,16.8,0.08644324
CUST-10646,Starter,Europe,Healthcare,88.9,3,16.333333333333332,0.3333333333333333,53.66666666666666,1,0,0,84.4,0.0015912104
CUST-10647,Growth,APAC,Education,1030.94,8,24.875,0.625,64.875,1,1,0,72.1,0.027159397
CUST-10648,Starter,North America,Manufacturing,108.85,13,11.384615384615383,1.0769230769230769,33.61538461538461,1,1,0,73.5,0.022821002
